rnbqk1r1/pp1p2pp/2p5/8/3P1P2/b1P1N3/PP6/RNBQKB1R b KQq - 2 11|0
rnbqk1r1/pp1p2pp/2p5/8/3P1P2/2P1N3/Pb6/RNBQKB1R w KQq - 0 12|0
rnbqk1r1/pp1p2pp/2p5/8/3P1P2/2P1N3/PB6/RN1QKB1R b KQq - 0 12|0
rnbqk1r1/pp1p2pp/8/2p5/3P1P2/2P1N3/PB6/RN1QKB1R w KQq - 0 13|0
rnbqk1r1/pp1p2pp/8/2p4Q/3P1P2/2P1N3/PB6/RN2KB1R b KQq - 1 13|0
rnbq1kr1/pp1p2pp/8/2p4Q/3P1P2/2P1N3/PB6/RN2KB1R w KQ - 2 14|0
rnbq1kr1/pp1p2pp/8/2p2N1Q/3P1P2/2P5/PB6/RN2KB1R b KQ - 3 14|0
rnbq1kr1/pp1p2pp/8/5N1Q/3p1P2/2P5/PB6/RN2KB1R w KQ - 0 15|0
rnbq1kr1/pp1p2pp/8/7Q/3N1P2/2P5/PB6/RN2KB1R b KQ - 0 15|0
rnbq1kr1/1p1p2pp/8/p6Q/3N1P2/2P5/PB6/RN2KB1R w KQ - 0 16|0
rnbq1kr1/1p1p2pp/8/p6Q/3N1P2/B1P5/P7/RN2KB1R b KQ - 1 16|0
rnbq1kr1/1p4pp/3p4/p6Q/3N1P2/B1P5/P7/RN2KB1R w KQ - 0 17|0
rnbq1kr1/1p4pp/3p4/p6Q/2PN1P2/B7/P7/RN2KB1R b KQ - 0 17|0
rnbq1kr1/1p5p/3p2p1/p6Q/2PN1P2/B7/P7/RN2KB1R w KQ - 0 18|0
rnbq1kr1/1p5p/3p2p1/p4Q2/2PN1P2/B7/P7/RN2KB1R b KQ - 1 18|0
rnbq1kr1/1p5p/3p4/p4p2/2PN1P2/B7/P7/RN2KB1R w KQ - 0 19|0
rnbq1kr1/1p5p/3p4/p4N2/2P2P2/B7/P7/RN2KB1R b KQ - 0 19|0
rn1q1kr1/1p5p/3p4/p4b2/2P2P2/B7/P7/RN2KB1R w KQ - 0 20|0
rn1q1kr1/1p5R/3p4/p4b2/2P2P2/B7/P7/RN2KB2 b Q - 0 20|0
rn1q1kr1/1p5b/3p4/p7/2P2P2/B7/P7/RN2KB2 w Q - 0 21|0
rn1q1kr1/1p5b/3p4/p1P5/5P2/B7/P7/RN2KB2 b Q - 0 21|0
rn1q1kr1/1p6/3p4/p1P5/5P2/B7/P7/Rb2KB2 w Q - 0 22|0
rn1q1kr1/1p6/3p4/p1P5/5P2/B7/P7/1R2KB2 b - - 0 22|0
rn1q1kr1/1p6/8/p1p5/5P2/B7/P7/1R2KB2 w - - 0 23|0
rn1q1kr1/1p6/8/p1B5/5P2/8/P7/1R2KB2 b - - 0 23|0
rn1q2r1/1p3k2/8/p1B5/5P2/8/P7/1R2KB2 w - - 1 24|0
rn1q2r1/1p3k2/8/p1B5/2B2P2/8/P7/1R2K3 b - - 2 24|0
rn1q2r1/1p4k1/8/p1B5/2B2P2/8/P7/1R2K3 w - - 3 25|0
rn1q2r1/1R4k1/8/p1B5/2B2P2/8/P7/4K3 b - - 0 25|0
rn4r1/1R1q2k1/8/p1B5/2B2P2/8/P7/4K3 w - - 1 26|0
rn4r1/3R2k1/8/p1B5/2B2P2/8/P7/4K3 b - - 0 26|0
r5r1/3n2k1/8/p1B5/2B2P2/8/P7/4K3 w - - 0 27|0
r5r1/3n2k1/8/p7/2BB1P2/8/P7/4K3 b - - 1 27|0
r5r1/3n4/7k/p7/2BB1P2/8/P7/4K3 w - - 2 28|0
r5r1/3n4/7k/p7/2BB1P2/8/P4K2/8 b - - 3 28|0
5rr1/3n4/7k/p7/2BB1P2/8/P4K2/8 w - - 4 29|0
5rr1/3n4/7k/p4P2/2BB4/8/P4K2/8 b - - 0 29|0
6r1/3n4/7k/p4r2/2BB4/8/P4K2/8 w - - 0 30|0
6r1/3n4/7k/p4r2/2BB4/4K3/P7/8 b - - 1 30|0
6r1/3n4/7k/p7/2BB4/4Kr2/P7/8 w - - 2 31|0
6r1/3n4/7k/p7/2BB4/5K2/P7/8 b - - 0 31|0
6r1/8/7k/p3n3/2BB4/5K2/P7/8 w - - 1 32|0
6r1/8/7k/p3n3/2BBK3/8/P7/8 b - - 2 32|0
6r1/8/7k/p7/2nBK3/8/P7/8 w - - 0 33|0
6r1/6B1/7k/p7/2n1K3/8/P7/8 b - - 1 33|0
8/6r1/7k/p7/2n1K3/8/P7/8 w - - 0 34|0
8/6r1/7k/p7/2n5/3K4/P7/8 b - - 1 34|0
8/7r/7k/p7/2n5/3K4/P7/8 w - - 2 35|0
8/7r/7k/p7/2K5/8/P7/8 b - - 0 35|0
8/7r/6k1/p7/2K5/8/P7/8 w - - 1 36|0
8/7r/6k1/pK6/8/8/P7/8 b - - 2 36|0
7r/8/6k1/pK6/8/8/P7/8 w - - 3 37|0
7r/8/6k1/K7/8/8/P7/8 b - - 0 37|0
7r/7k/8/K7/8/8/P7/8 w - - 1 38|0
7r/7k/8/1K6/8/8/P7/8 b - - 2 38|0
4r3/7k/8/1K6/8/8/P7/8 w - - 3 39|0
4r3/7k/8/1K6/P7/8/8/8 b - - 0 39|0
8/7k/8/1K6/P7/8/4r3/8 w - - 1 40|0
8/7k/8/PK6/8/8/4r3/8 b - - 0 40|0
8/7k/4r3/PK6/8/8/8/8 w - - 1 41|0
8/7k/P3r3/1K6/8/8/8/8 b - - 0 41|0
8/7k/r7/1K6/8/8/8/8 w - - 0 42|0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1|-1
rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1|-1
rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2|-1
rnbqkbnr/pp1ppppp/8/2p5/4P3/6P1/PPPP1P1P/RNBQKBNR b KQkq - 0 2|-1
rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/6P1/PPPP1P1P/RNBQKBNR w KQkq - 0 3|-1
rnbqkbnr/pp1p1ppp/8/2p1p3/2B1P3/6P1/PPPP1P1P/RNBQK1NR b KQkq - 1 3|-1
rnbqkb1r/pp1p1ppp/5n2/2p1p3/2B1P3/6P1/PPPP1P1P/RNBQK1NR w KQkq - 2 4|-1
rnbqkb1r/pp1p1Bpp/5n2/2p1p3/4P3/6P1/PPPP1P1P/RNBQK1NR b KQkq - 0 4|-1
rnbq1b1r/pp1p1kpp/5n2/2p1p3/4P3/6P1/PPPP1P1P/RNBQK1NR w KQ - 0 5|-1
rnbq1b1r/pp1p1kpp/5n2/2p1p3/4P3/3P2P1/PPP2P1P/RNBQK1NR b KQ - 0 5|-1
rnbqkb1r/pp1p2pp/5n2/2p1p3/4P3/3P2P1/PPP2P1P/RNBQK1NR w KQ - 1 6|-1
rnbqkb1r/pp1p2pp/5n2/2p1p3/4P1P1/3P4/PPP2P1P/RNBQK1NR b KQ - 0 6|-1
rnbqkb1r/pp1p2p1/5n2/2p1p2p/4P1P1/3P4/PPP2P1P/RNBQK1NR w KQ - 0 7|-1
rnbqkb1r/pp1p2p1/5n2/2p1p2P/4P3/3P4/PPP2P1P/RNBQK1NR b KQ - 0 7|-1
rnbqkb1r/p2p2p1/1p3n2/2p1p2P/4P3/3P4/PPP2P1P/RNBQK1NR w KQ - 0 8|-1
rnbqkb1r/p2p2p1/1p3n2/2p1p2P/4P3/3P1P2/PPP4P/RNBQK1NR b KQ - 0 8|-1
rn1qkb1r/p2p2p1/bp3n2/2p1p2P/4P3/3P1P2/PPP4P/RNBQK1NR w KQ - 1 9|-1
rn1qkb1r/p2p2p1/bp3n2/2p1p2P/4P3/3P1P1N/PPP4P/RNBQK2R b KQ - 2 9|-1
r2qkb1r/p2p2p1/bpn2n2/2p1p2P/4P3/3P1P1N/PPP4P/RNBQK2R w KQ - 3 10|-1
r2qkb1r/p2p2p1/bpn2n2/2p1p2P/P3P3/3P1P1N/1PP4P/RNBQK2R b KQ - 0 10|-1
r2qkb1r/p2p2p1/b1n2n2/1pp1p2P/P3P3/3P1P1N/1PP4P/RNBQK2R w KQ - 0 11|-1
r2qkb1r/p2p2p1/b1n2n2/1Pp1p2P/4P3/3P1P1N/1PP4P/RNBQK2R b KQ - 0 11|-1
r2qkb1r/p2p2p1/2n2n2/1bp1p2P/4P3/3P1P1N/1PP4P/RNBQK2R w KQ - 0 12|-1
r2qkb1r/R2p2p1/2n2n2/1bp1p2P/4P3/3P1P1N/1PP4P/1NBQK2R b K - 0 12|-1
r2qkb1r/n2p2p1/5n2/1bp1p2P/4P3/3P1P1N/1PP4P/1NBQK2R w K - 0 13|-1
r2qkb1r/n2p2p1/5n2/1bp1p2P/4PB2/3P1P1N/1PP4P/1N1QK2R b K - 1 13|-1
r2qkb1r/n2p2p1/5n2/1bp4P/4Pp2/3P1P1N/1PP4P/1N1QK2R w K - 0 14|-1
r2qkb1r/n2p2p1/5n2/1bp4P/4PN2/3P1P2/1PP4P/1N1QK2R b K - 0 14|-1
r2qkb1r/n2p2p1/5n2/1b5P/2p1PN2/3P1P2/1PP4P/1N1QK2R w K - 0 15|-1
r2qkb1r/n2p2p1/5n2/1b5P/2P1PN2/5P2/1PP4P/1N1QK2R b K - 0 15|-1
r2qkb1r/n2p2p1/5n2/7P/2b1PN2/5P2/1PP4P/1N1QK2R w K - 0 16|-1
r2qkb1r/n2Q2p1/5n2/7P/2b1PN2/5P2/1PP4P/1N2K2R b K - 0 16|-1
r2qkb1r/n2n2p1/8/7P/2b1PN2/5P2/1PP4P/1N2K2R w K - 0 17|-1
r2qkb1r/n2n2p1/8/7P/2b1PN2/N4P2/1PP4P/4K2R b K - 1 17|-1
r3kb1r/n2n2p1/1q6/7P/2b1PN2/N4P2/1PP4P/4K2R w K - 2 18|-1
r3kb1r/n2n2p1/1q6/7P/2N1PN2/5P2/1PP4P/4K2R b K - 0 18|-1
r3kb1r/n2n2p1/4q3/7P/2N1PN2/5P2/1PP4P/4K2R w K - 1 19|-1
r3kb1r/n2n2p1/4N3/7P/2N1P3/5P2/1PP4P/4K2R b K - 0 19|-1
r3kb1r/3n2p1/2n1N3/7P/2N1P3/5P2/1PP4P/4K2R w K - 1 20|-1
r3kN1r/3n2p1/2n5/7P/2N1P3/5P2/1PP4P/4K2R b K - 0 20|-1
r4k1r/3n2p1/2n5/7P/2N1P3/5P2/1PP4P/4K2R w K - 0 21|-1
r4k1r/3n2p1/2n5/7P/4P3/4NP2/1PP4P/4K2R b K - 1 21|-1
r4k2/3n2p1/2n5/7r/4P3/4NP2/1PP4P/4K2R w K - 0 22|-1
r4k2/3n2p1/2n5/7r/4P3/4NP2/1PP4P/3K3R b - - 1 22|-1
r4k2/3n2p1/2n5/4r3/4P3/4NP2/1PP4P/3K3R w - - 2 23|-1
r4k2/3n2p1/2n5/3Nr3/4P3/5P2/1PP4P/3K3R b - - 3 23|-1
r4k2/3n2p1/2n5/3r4/4P3/5P2/1PP4P/3K3R w - - 0 24|-1
r4k2/3n2p1/2n5/3P4/8/5P2/1PP4P/3K3R b - - 0 24|-1
r4k2/6p1/2n5/3Pn3/8/5P2/1PP4P/3K3R w - - 1 25|-1
r4k2/6p1/2P5/4n3/8/5P2/1PP4P/3K3R b - - 0 25|-1
r4k2/6p1/2P5/8/8/5n2/1PP4P/3K3R w - - 0 26|-1
r4k2/6p1/2P5/8/8/5n2/1PP4P/3K1R2 b - - 1 26|-1
3r1k2/6p1/2P5/8/8/5n2/1PP4P/3K1R2 w - - 2 27|-1
3r1k2/6p1/2P5/8/8/5n2/1PP1K2P/5R2 b - - 3 27|-1
5k2/6p1/2P5/8/8/5n2/1PPrK2P/5R2 w - - 4 28|-1
5k2/6p1/2P5/8/8/5K2/1PPr3P/5R2 b - - 0 28|-1
5k2/6p1/2P5/8/8/5K2/1Pr4P/5R2 w - - 0 29|-1
5k2/6p1/2P5/8/8/5K2/1Pr4P/4R3 b - - 1 29|-1
5k2/6p1/2P5/8/8/5K2/1r5P/4R3 w - - 0 30|-1
5k2/6p1/2P5/8/8/4RK2/1r5P/8 b - - 1 30|-1
5k2/6p1/2P5/8/8/4RK2/7r/8 w - - 0 31|-1
5k2/6p1/2P5/8/6K1/4R3/7r/8 b - - 1 31|-1
5k2/6p1/2P5/8/6K1/4R3/6r1/8 w - - 2 32|-1
5k2/6p1/2P5/8/8/4R2K/6r1/8 b - - 3 32|-1
5k2/6p1/2P5/8/8/4R2K/5r2/8 w - - 4 33|-1
5k2/6p1/2P1R3/8/8/7K/5r2/8 b - - 5 33|-1
8/5kp1/2P1R3/8/8/7K/5r2/8 w - - 6 34|-1
8/5kp1/2P5/4R3/8/7K/5r2/8 b - - 7 34|-1
8/6p1/2P2k2/4R3/8/7K/5r2/8 w - - 8 35|-1
8/6p1/2P1Rk2/8/8/7K/5r2/8 b - - 9 35|-1
8/6p1/2P1k3/8/8/7K/5r2/8 w - - 0 36|-1
8/6p1/2P1k3/8/7K/8/5r2/8 b - - 1 36|-1
8/6p1/2P1k3/8/7K/8/6r1/8 w - - 2 37|-1
8/6p1/2P1k3/7K/8/8/6r1/8 b - - 3 37|-1
8/8/2P1k1p1/7K/8/8/6r1/8 w - - 0 38|-1
8/8/2P1k1pK/8/8/8/6r1/8 b - - 1 38|-1
8/8/2P1k2K/6p1/8/8/6r1/8 w - - 0 39|-1
8/8/2P1k3/6pK/8/8/6r1/8 b - - 1 39|-1
8/8/2P1k3/7K/6p1/8/6r1/8 w - - 0 40|-1
8/8/2P1k2K/8/6p1/8/6r1/8 b - - 1 40|-1
8/8/2P1k2K/8/8/6p1/6r1/8 w - - 0 41|-1
8/7K/2P1k3/8/8/6p1/6r1/8 b - - 1 41|-1
8/7K/2P1k3/8/8/6p1/5r2/8 w - - 2 42|-1
8/6K1/2P1k3/8/8/6p1/5r2/8 b - - 3 42|-1
8/6K1/2P1k3/8/8/8/5rp1/8 w - - 0 43|-1
8/8/2P1k2K/8/8/8/5rp1/8 b - - 1 43|-1
8/8/2P1k2K/8/8/8/5r2/6q1 w - - 0 44|-1
8/2P5/4k2K/8/8/8/5r2/6q1 b - - 0 44|-1
8/2Pk4/7K/8/8/8/5r2/6q1 w - - 1 45|-1
2Q5/3k4/7K/8/8/8/5r2/6q1 b - - 0 45|-1
2k5/8/7K/8/8/8/5r2/6q1 w - - 0 46|-1
2k5/7K/8/8/8/8/5r2/6q1 b - - 1 46|-1
2k5/7K/8/8/8/8/5r2/1q6 w - - 2 47|-1
2k5/6K1/8/8/8/8/5r2/1q6 b - - 3 47|-1
2k5/6K1/8/8/8/8/1q3r2/8 w - - 4 48|-1
2k5/8/7K/8/8/8/1q3r2/8 b - - 5 48|-1
2k5/8/1q5K/8/8/8/5r2/8 w - - 6 49|-1
2k5/8/1q6/7K/8/8/5r2/8 b - - 7 49|-1
2k5/8/8/7K/3q4/8/5r2/8 w - - 8 50|-1
2k5/8/7K/8/3q4/8/5r2/8 b - - 9 50|-1
2k5/8/7K/5r2/3q4/8/8/8 w - - 10 51|-1
2k5/8/6K1/5r2/3q4/8/8/8 b - - 11 51|-1
2k5/8/6K1/8/3q4/5r2/8/8 w - - 12 52|-1
2k5/8/8/7K/3q4/5r2/8/8 b - - 13 52|-1
2k5/8/8/4q2K/8/5r2/8/8 w - - 14 53|-1
2k5/8/7K/4q3/8/5r2/8/8 b - - 15 53|-1
2k5/8/7K/4q3/5r2/8/8/8 w - - 16 54|-1
2k5/8/6K1/4q3/5r2/8/8/8 b - - 17 54|-1
2k5/8/4q1K1/8/5r2/8/8/8 w - - 18 55|-1
2k5/8/4q3/6K1/5r2/8/8/8 b - - 19 55|-1
2k5/8/4q3/6K1/4r3/8/8/8 w - - 20 56|-1
2k5/8/4q3/7K/4r3/8/8/8 b - - 21 56|-1
3k4/8/4q3/7K/4r3/8/8/8 w - - 22 57|-1
3k4/8/4q3/6K1/4r3/8/8/8 b - - 23 57|-1
4k3/8/4q3/6K1/4r3/8/8/8 w - - 24 58|-1
4k3/8/4q3/7K/4r3/8/8/8 b - - 25 58|-1
8/5k2/4q3/7K/4r3/8/8/8 w - - 26 59|-1
8/5k2/4q3/6K1/4r3/8/8/8 b - - 27 59|-1
8/5k2/8/4q1K1/4r3/8/8/8 w - - 28 60|-1
8/5k2/7K/4q3/4r3/8/8/8 b - - 29 60|-1
8/8/5k1K/4q3/4r3/8/8/8 w - - 30 61|-1
8/7K/5k2/4q3/4r3/8/8/8 b - - 31 61|-1
8/7K/5k2/5q2/4r3/8/8/8 w - - 32 62|-1
7K/8/5k2/5q2/4r3/8/8/8 b - - 33 62|-1
7K/8/5k2/5q2/7r/8/8/8 w - - 34 63|-1
6K1/8/5k2/5q2/7r/8/8/8 b - - 35 63|-1
6K1/4k3/8/5q2/7r/8/8/8 w - - 36 64|-1
8/4k1K1/8/5q2/7r/8/8/8 b - - 37 64|-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1|-1
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1|-1
rnbqkbnr/ppppp1pp/8/5p2/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 0 2|-1
rnbqkbnr/ppppp1pp/8/5p2/5P2/2P5/PP1PP1PP/RNBQKBNR b KQkq - 0 2|-1
rnbqkb1r/ppppp1pp/5n2/5p2/5P2/2P5/PP1PP1PP/RNBQKBNR w KQkq - 1 3|-1
rnbqkb1r/ppppp1pp/5n2/5p2/5P1P/2P5/PP1PP1P1/RNBQKBNR b KQkq - 0 3|-1
rnbqkb1r/ppppp2p/5np1/5p2/5P1P/2P5/PP1PP1P1/RNBQKBNR w KQkq - 0 4|-1
rnbqkb1r/ppppp2p/5np1/5p2/3P1P1P/2P5/PP2P1P1/RNBQKBNR b KQkq - 0 4|-1
rnbqk2r/ppppp1bp/5np1/5p2/3P1P1P/2P5/PP2P1P1/RNBQKBNR w KQkq - 1 5|-1
rnbqk2r/ppppp1bp/5np1/5p2/1P1P1P1P/2P5/P3P1P1/RNBQKBNR b KQkq - 0 5|-1
rnbq1rk1/ppppp1bp/5np1/5p2/1P1P1P1P/2P5/P3P1P1/RNBQKBNR w KQ - 1 6|-1
rnbq1rk1/ppppp1bp/5np1/5p2/1P1P1P1P/2P2N2/P3P1P1/RNBQKB1R b KQ - 2 6|-1
r1bq1rk1/ppppp1bp/2n2np1/5p2/1P1P1P1P/2P2N2/P3P1P1/RNBQKB1R w KQ - 3 7|-1
r1bq1rk1/ppppp1bp/2n2np1/5p2/1P1P1P1P/2P2N2/P3P1PR/RNBQKB2 b Q - 4 7|-1
r1bq1rk1/ppp1p1bp/2n2np1/3p1p2/1P1P1P1P/2P2N2/P3P1PR/RNBQKB2 w Q - 0 8|-1
r1bq1rk1/ppp1p1bp/2n2np1/3p1p2/1P1P1P1P/B1P2N2/P3P1PR/RN1QKB2 b Q - 1 8|-1
r1bq1rk1/p1p1p1bp/1pn2np1/3p1p2/1P1P1P1P/B1P2N2/P3P1PR/RN1QKB2 w Q - 0 9|-1
r1bq1rk1/p1p1p1bp/1pn2np1/3p1p2/1P1P1P1P/B1P2N1R/P3P1P1/RN1QKB2 b Q - 1 9|-1
r2q1rk1/p1p1p1bp/bpn2np1/3p1p2/1P1P1P1P/B1P2N1R/P3P1P1/RN1QKB2 w Q - 2 10|-1
r2q1rk1/p1p1p1bp/bpn2np1/3p1p2/1P1P1P1P/B1P2N2/P3P1PR/RN1QKB2 b Q - 3 10|-1
r2q1rk1/p1p1p1bp/bpn3p1/3p1p2/1P1P1PnP/B1P2N2/P3P1PR/RN1QKB2 w Q - 4 11|-1
r2q1rk1/p1p1p1bp/bpn3p1/3p1p2/1P1P1PnP/B1P2N1R/P3P1P1/RN1QKB2 b Q - 5 11|-1
r2q1rk1/p1p3bp/bpn3p1/3ppp2/1P1P1PnP/B1P2N1R/P3P1P1/RN1QKB2 w Q - 0 12|-1
r2q1rk1/p1p3bp/bpn3p1/3pNp2/1P1P1PnP/B1P4R/P3P1P1/RN1QKB2 b Q - 0 12|-1
r2qr1k1/p1p3bp/bpn3p1/3pNp2/1P1P1PnP/B1P4R/P3P1P1/RN1QKB2 w Q - 1 13|-1
r2qr1k1/p1p3bp/bpN3p1/3p1p2/1P1P1PnP/B1P4R/P3P1P1/RN1QKB2 b Q - 0 13|-1
r3r1k1/p1p3bp/bpNq2p1/3p1p2/1P1P1PnP/B1P4R/P3P1P1/RN1QKB2 w Q - 1 14|-1
r3r1k1/p1p3bp/bp1q2p1/3pNp2/1P1P1PnP/B1P4R/P3P1P1/RN1QKB2 b Q - 2 14|-1
r5k1/p1p3bp/bp1q2p1/3prp2/1P1P1PnP/B1P4R/P3P1P1/RN1QKB2 w Q - 0 15|-1
r5k1/p1p3bp/bp1q2p1/3prp2/1P1P1PnP/B1P5/P3P1PR/RN1QKB2 b Q - 1 15|-1
r5k1/p1p3bp/bp1q2p1/3prp2/1P1P1P1P/B1P5/P3P1Pn/RN1QKB2 w Q - 0 16|-1
r5k1/p1p3bp/bp1q2p1/3prp2/1P1P1P1P/2P5/P3P1Pn/RNBQKB2 b Q - 1 16|-1
r5k1/p1p3bp/bp1q2p1/3p1p2/1P1P1P1P/2P1r3/P3P1Pn/RNBQKB2 w Q - 2 17|-1
r5k1/p1p3bp/bp1q2p1/3p1p2/1P1P1P1P/2P1B3/P3P1Pn/RN1QKB2 b Q - 0 17|-1
r5k1/p1p3bp/bp1q2p1/3p1p2/1P1P1P1P/2P1B3/P3P1P1/RN1QKn2 w Q - 0 18|-1
r5k1/p1p3bp/bp1q2p1/3p1p2/1P1P1P1P/2P1B3/P3P1P1/RN1Q1K2 b - - 0 18|-1
r5k1/p1p3bp/bp1q4/3p1pp1/1P1P1P1P/2P1B3/P3P1P1/RN1Q1K2 w - - 0 19|-1
r5k1/p1p3bp/bp1q4/3p1pP1/1P1P1P2/2P1B3/P3P1P1/RN1Q1K2 b - - 0 19|-1
r5k1/p1p3b1/bp1q3p/3p1pP1/1P1P1P2/2P1B3/P3P1P1/RN1Q1K2 w - - 0 20|-1
r5k1/p1p3b1/bp1q3p/3p1pP1/1P1P1P2/2P1B3/P3P1P1/RN1QK3 b - - 1 20|-1
r5k1/p1p3b1/bp1q4/3p1pp1/1P1P1P2/2P1B3/P3P1P1/RN1QK3 w - - 0 21|-1
r5k1/p1p3b1/bp1q4/3p1pp1/1P1P1P2/2P5/P3P1P1/RNBQK3 b - - 1 21|-1
r5k1/p1p3b1/bp1q4/3p1p2/1P1P1p2/2P5/P3P1P1/RNBQK3 w - - 0 22|-1
r5k1/p1p3b1/bp1q4/3p1p2/1P1P1B2/2P5/P3P1P1/RN1QK3 b - - 0 22|-1
r5k1/p1p3b1/bp6/3p1p2/1P1P1q2/2P5/P3P1P1/RN1QK3 w - - 0 23|-1
r5k1/p1p3b1/bp6/1P1p1p2/3P1q2/2P5/P3P1P1/RN1QK3 b - - 0 23|-1
r5k1/p1p3b1/bp6/1P1p1p2/3P4/2P5/P3P1Pq/RN1QK3 w - - 1 24|-1
r5k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3P1Pq/RN1QK3 b - - 0 24|-1
r5k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3P1q1/RN1QK3 w - - 0 25|-1
r5k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P1Q1P1q1/RN2K3 b - - 1 25|-1
4r1k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P1Q1P1q1/RN2K3 w - - 2 26|-1
4r1k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3P1q1/RN1QK3 b - - 3 26|-1
4r1k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3q3/RN1QK3 w - - 0 27|-1
4r1k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3Q3/RN2K3 b - - 0 27|-1
6k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3r3/RN2K3 w - - 0 28|-1
6k1/p1p3b1/Pp6/3p1p2/3P4/2P5/P3K3/RN6 b - - 0 28|-1
6k1/p1p5/Pp6/3p1p2/3b4/2P5/P3K3/RN6 w - - 0 29|-1
6k1/p1p5/Pp6/3p1p2/3P4/8/P3K3/RN6 b - - 0 29|-1
8/p1p3k1/Pp6/3p1p2/3P4/8/P3K3/RN6 w - - 1 30|-1
8/p1p3k1/Pp6/3p1p2/3P4/8/P7/RN2K3 b - - 2 30|-1
8/p1p5/Pp4k1/3p1p2/3P4/8/P7/RN2K3 w - - 3 31|-1
8/p1p5/Pp4k1/3p1p2/3P4/8/P4K2/RN6 b - - 4 31|-1
8/p1p5/Pp4k1/3p4/3P1p2/8/P4K2/RN6 w - - 0 32|-1
8/p1p5/Pp4k1/3p4/3P1p2/8/P7/RN2K3 b - - 1 32|-1
8/p1p5/Pp6/3p2k1/3P1p2/8/P7/RN2K3 w - - 2 33|-1
8/p1p5/Pp6/3p2k1/3P1p2/8/P4K2/RN6 b - - 3 33|-1
8/p1p5/Pp6/3p4/3P1pk1/8/P4K2/RN6 w - - 4 34|-1
8/p1p5/Pp6/3p4/3P1pk1/8/P7/RN2K3 b - - 5 34|-1
